-3.5249;-4.71974
13.6355;-16.7729
2.6889;12.6427
-13.3904;-11.7347
2.19632;-6.92753
4.67329;-4.83649
1.31556;21.2424
-18.8811;-5.24172
-8.39678;-5.40412
11.1102;19.9868
6.36678;-2.74136
-13.9189;11.5839
-1.05547;-24.1833
-0.271302;12.7385
-18.1486;-10.5953
-4.39868;3.97747
-2.7043;-1.44335
8.88379;22.7873
-9.45995;-12.6248
-3.40641;-21.707
4.82822;-13.514
-9.30758;5.77631
-11.5518;2.05827
-4.87576;-0.548978
-11.4788;13.427

-3.5965;-4.5228
13.657;-16.5743
2.88944;12.6508
-13.4628;-11.5494
2.00948;-6.85402
4.48416;-4.80208
1.23801;21.0572
-18.7257;-5.14985
-8.5501;-5.55808
11.0423;19.8055
6.17236;-2.69661
-14.0912;11.4937
-0.887773;-24.2919
-0.418615;12.8707
-18.3359;-10.6936
-4.49729;4.13797
-2.5038;-1.36378
8.79912;22.6191
-9.65377;-12.5886
-3.5228;-21.5711
4.64344;-13.4026
-9.39886;5.97556
-11.4322;2.2216
-4.98876;-0.685612
-11.4023;13.2548

-3.66536;-4.33508
13.6788;-16.3765
3.08577;12.6635
-13.5431;-11.3492
1.79189;-6.81532
4.2887;-4.76756
1.1631;20.8715
-18.5442;-5.04438
-8.69241;-5.70902
10.9589;19.637
5.98929;-2.6429
-14.2762;11.4068
-0.711775;-24.3958
-0.582726;12.9502
-18.5163;-10.7849
-4.60679;4.31113
-2.31947;-1.29117
8.70717;22.4404
-9.85677;-12.5275
-3.66039;-21.4351
4.46854;-13.2919
-9.46814;6.16933
-11.3015;2.38298
-5.12364;-0.819192
-11.3372;13.0786

-3.72711;-4.14041
13.6695;-16.1803
3.28424;12.6799
-13.6139;-11.1753
1.59263;-6.7896
4.077;-4.73981
1.0835;20.7094
-18.3823;-4.939
-8.82566;-5.8569
10.8715;19.4578
5.79456;-2.57918
-14.4714;11.3299
-0.51466;-24.4635
-0.775507;13.0174
-18.6967;-10.8781
-4.70049;4.47655
-2.13132;-1.20973
8.61578;22.2589
-10.0467;-12.47
-3.80318;-21.2933
4.28098;-13.192
-9.54538;6.33183
-11.1919;2.53906
-5.25009;-0.962137
-11.2692;12.8929

-3.77789;-3.95201
13.6536;-15.9781
3.48367;12.6917
-13.6846;-10.9834
1.38543;-6.75347
3.88192;-4.73434
0.993853;20.5361
-18.231;-4.82067
